序号,文件名,虫子编号,虫子名称,中心点x坐标,中心点y坐标,左上角x坐标,左上角y坐标,右下角x坐标,右下角y坐标
540,00797.jpg,0,无,,,,,,
541,00798.jpg,0,无,,,,,,
542,00800.jpg,0,无,,,,,,
543,00803.jpg,0,无,,,,,,
544,00804.jpg,148,黄足猎蝽,4050,367,3884,122,4216,613
545,00806.jpg,0,无,,,,,,
546,00808.jpg,0,无,,,,,,
547,00809.jpg,0,无,,,,,,
548,00810.jpg,7,二化螟,1662,3428,1454,3353,1871,3504
549,00810.jpg,148,黄足猎蝽,1820,1906,1660,1712,1981,2100
550,00812.jpg,10,褐飞虱属,2648,3124,2623,3058,2674,3190
551,00812.jpg,10,褐飞虱属,3147,2989,3089,2962,3206,3017
552,00813.jpg,0,无,,,,,,
553,00815.jpg,0,无,,,,,,
554,00817.jpg,148,黄足猎蝽,1242,176,953,6,1532,347
555,00817.jpg,148,黄足猎蝽,1922,860,1651,702,2193,1019
556,00817.jpg,256,蟋蟀,2437,283,2099,136,2775,431
557,00817.jpg,256,蟋蟀,4353,3464,3964,3298,4742,3630
558,00817.jpg,256,蟋蟀,3804,412,3454,141,4154,683
559,00818.jpg,0,无,,,,,,
560,00820.jpg,8,稻纵卷叶螟,2336,520,2237,377,2436,664
561,00820.jpg,10,褐飞虱属,4232,1618,4174,1568,4290,1669
562,00820.jpg,392,水螟蛾,1212,663,1101,539,1324,787
563,00823.jpg,0,无,,,,,,
564,00825.jpg,0,无,,,,,,
565,00827.jpg,0,无,,,,,,
566,00829.jpg,0,无,,,,,,
567,00830.jpg,0,无,,,,,,
568,00832.jpg,10,褐飞虱属,2630,549,2575,522,2685,577
569,00832.jpg,310,稻螟蛉,1756,2939,1589,2842,1923,3037
570,00834.jpg,0,无,,,,,,
571,00835.jpg,0,无,,,,,,
572,00836.jpg,0,无,,,,,,
573,00838.jpg,0,无,,,,,,
574,00839.jpg,0,无,,,,,,
575,00843.jpg,9,白背飞虱,3587,313,3557,259,3618,367
576,00843.jpg,156,八点灰灯蛾,2867,389,2483,9,3252,769
577,00844.jpg,0,无,,,,,,
578,00845.jpg,0,无,,,,,,
579,00847.jpg,0,无,,,,,,
580,00848.jpg,0,无,,,,,,
581,00850.jpg,9,白背飞虱,3911,106,3842,71,3980,142
582,00850.jpg,9,白背飞虱,2923,1041,2882,975,2964,1108
583,00850.jpg,105,粘虫,2954,2825,2684,2652,3224,2998
584,00850.jpg,156,八点灰灯蛾,1780,358,1378,0,2183,716
585,00852.jpg,0,无,,,,,,
586,00853.jpg,0,无,,,,,,
587,00855.jpg,0,无,,,,,,
588,00857.jpg,0,无,,,,,,
589,00858.jpg,0,无,,,,,,
590,00859.jpg,0,无,,,,,,
591,00860.jpg,9,白背飞虱,2969,3044,2943,2990,2995,3099
592,00860.jpg,156,八点灰灯蛾,4135,999,3785,587,4486,1411
593,00860.jpg,480,石蛾,4463,2700,4313,2552,4613,2848
594,00864.jpg,0,无,,,,,,
595,00865.jpg,0,无,,,,,,
596,00866.jpg,0,无,,,,,,
597,00867.jpg,0,无,,,,,,
598,00868.jpg,0,无,,,,,,
599,00869.jpg,148,黄足猎蝽,2424,1346,2259,1133,2590,1559
600,00869.jpg,228,二点委夜蛾,1666,1497,1403,1274,1929,1720
601,00869.jpg,387,紫条尺蛾,2201,2679,1899,2363,2504,2996
602,00870.jpg,10,褐飞虱属,3334,2557,3291,2505,3377,2610
603,00870.jpg,10,褐飞虱属,3314,971,3264,913,3365,1030
604,00870.jpg,10,褐飞虱属,2634,2006,2593,1954,2676,2059
605,00871.jpg,0,无,,,,,,
606,00873.jpg,115,甜菜夜蛾,2038,1869,1898,1640,2178,2098
607,00875.jpg,0,无,,,,,,
608,00877.jpg,9,白背飞虱,2717,16,2681,0,2753,33
609,00878.jpg,10,褐飞虱属,2128,256,2086,210,2170,302
610,00879.jpg,0,无,,,,,,
611,00882.jpg,0,无,,,,,,
612,00883.jpg,6,大螟,3040,2171,2861,1941,3220,2402
613,00883.jpg,156,八点灰灯蛾,3685,1551,3419,1162,3952,1940
614,00883.jpg,156,八点灰灯蛾,4263,2428,3908,2104,4619,2752
615,00883.jpg,156,八点灰灯蛾,3011,3158,2540,2757,3483,3559
616,00883.jpg,156,八点灰灯蛾,2374,2470,1757,2103,2992,2838
617,00883.jpg,156,八点灰灯蛾,4141,1969,3775,1579,4508,2360
618,00883.jpg,156,八点灰灯蛾,4061,3329,3744,3025,4379,3634
619,00883.jpg,156,八点灰灯蛾,4625,372,4302,14,4949,731
620,00884.jpg,0,无,,,,,,
621,00885.jpg,0,无,,,,,,
622,00887.jpg,10,褐飞虱属,2579,383,2553,321,2606,445
623,00888.jpg,0,无,,,,,,
624,00890.jpg,0,无,,,,,,
625,00891.jpg,0,无,,,,,,
626,00892.jpg,0,无,,,,,,
627,00897.jpg,0,无,,,,,,
628,00899.jpg,0,无,,,,,,
629,00901.jpg,0,无,,,,,,
630,00902.jpg,0,无,,,,,,
631,00904.jpg,0,无,,,,,,
632,00905.jpg,7,二化螟,1567,151,1357,3,1778,299
633,00905.jpg,7,二化螟,2789,2724,2651,2497,2928,2951
634,00905.jpg,156,八点灰灯蛾,4397,2768,4017,2467,4777,3069
635,00905.jpg,156,八点灰灯蛾,1968,2936,1607,2591,2329,3282
636,00906.jpg,7,二化螟,1771,951,1573,860,1969,1043
637,00906.jpg,7,二化螟,3293,719,3054,583,3533,855
638,00906.jpg,228,二点委夜蛾,2277,950,2068,735,2487,1166
639,00906.jpg,256,蟋蟀,3319,1560,3112,1281,3526,1840
640,00909.jpg,0,无,,,,,,
641,00910.jpg,156,八点灰灯蛾,3826,436,3397,28,4256,844
642,00912.jpg,0,无,,,,,,
643,00913.jpg,0,无,,,,,,
644,00914.jpg,0,无,,,,,,
645,00915.jpg,0,无,,,,,,
646,00916.jpg,0,无,,,,,,
647,00917.jpg,0,无,,,,,,
648,00918.jpg,0,无,,,,,,
649,00919.jpg,0,无,,,,,,
650,00922.jpg,0,无,,,,,,
651,00923.jpg,10,褐飞虱属,1824,3039,1777,3002,1871,3076
652,00924.jpg,0,无,,,,,,
653,00928.jpg,9,白背飞虱,3642,832,3590,794,3694,870
654,00928.jpg,10,褐飞虱属,4352,961,4293,919,4412,1004
655,00930.jpg,0,无,,,,,,
656,00932.jpg,0,无,,,,,,
657,00933.jpg,0,无,,,,,,
658,00934.jpg,0,无,,,,,,
659,00938.jpg,10,褐飞虱属,3882,252,3853,199,3912,305
660,00938.jpg,394,线委夜蛾,3197,412,2925,119,3469,706
661,00939.jpg,0,无,,,,,,
662,00940.jpg,0,无,,,,,,
663,00941.jpg,0,无,,,,,,
664,00946.jpg,0,无,,,,,,
665,00947.jpg,0,无,,,,,,
666,00948.jpg,9,白背飞虱,1783,922,1739,885,1828,960
667,00948.jpg,156,八点灰灯蛾,4350,1249,3984,782,4716,1717
668,00948.jpg,398,甜菜白带野螟,2102,1799,1924,1555,2280,2043
669,00949.jpg,0,无,,,,,,
670,00951.jpg,0,无,,,,,,
671,00954.jpg,0,无,,,,,,
672,00955.jpg,0,无,,,,,,
673,00956.jpg,0,无,,,,,,
674,00957.jpg,280,黄毒蛾,4204,233,3918,0,4491,467
675,00958.jpg,0,无,,,,,,
676,00959.jpg,0,无,,,,,,
677,00960.jpg,0,无,,,,,,
678,00962.jpg,0,无,,,,,,
679,00963.jpg,0,无,,,,,,
680,00964.jpg,156,八点灰灯蛾,2151,3335,1724,3036,2579,3634
681,00966.jpg,9,白背飞虱,4604,690,4525,657,4684,723
682,00966.jpg,9,白背飞虱,1672,263,1615,220,1729,307
683,00970.jpg,7,二化螟,4505,2774,4412,2579,4599,2970
684,00970.jpg,41,蝼蛄,2301,3505,1866,3362,2737,3649
685,00974.jpg,10,褐飞虱属,1817,2686,1771,2651,1863,2722
686,00975.jpg,0,无,,,,,,
687,00976.jpg,0,无,,,,,,
688,00985.jpg,280,黄毒蛾,4083,3163,3932,2999,4235,3328
689,00986.jpg,0,无,,,,,,
690,00987.jpg,0,无,,,,,,
691,00988.jpg,148,黄足猎蝽,2859,3567,2614,3484,3105,3650
692,00988.jpg,156,八点灰灯蛾,4404,2367,4084,1944,4724,2790
693,00989.jpg,0,无,,,,,,
694,00990.jpg,0,无,,,,,,
695,00991.jpg,0,无,,,,,,
696,00994.jpg,0,无,,,,,,
697,00995.jpg,10,褐飞虱属,3078,2084,3061,2039,3095,2130
698,00995.jpg,10,褐飞虱属,2855,3219,2817,3167,2893,3272
699,00995.jpg,401,歧角螟,3190,152,3056,20,3324,284
700,00997.jpg,0,无,,,,,,
701,00998.jpg,0,无,,,,,,
702,00999.jpg,0,无,,,,,,
703,01000.jpg,0,无,,,,,,
704,01001.jpg,0,无,,,,,,
705,01003.jpg,0,无,,,,,,
706,01004.jpg,0,无,,,,,,
707,01006.jpg,228,二点委夜蛾,3666,2298,3514,2133,3819,2464
708,01007.jpg,0,无,,,,,,
709,01008.jpg,156,八点灰灯蛾,2209,3179,1823,2876,2596,3483
710,01010.jpg,0,无,,,,,,
711,01012.jpg,0,无,,,,,,
712,01014.jpg,0,无,,,,,,
713,01015.jpg,394,线委夜蛾,3472,727,3287,541,3657,914
714,01016.jpg,0,无,,,,,,
715,01018.jpg,0,无,,,,,,
716,01022.jpg,7,二化螟,2746,2631,2566,2391,2927,2872
717,01024.jpg,0,无,,,,,,
718,01025.jpg,0,无,,,,,,
719,01028.jpg,10,褐飞虱属,4082,169,4040,118,4124,220
720,01029.jpg,7,二化螟,2270,1255,1996,1130,2544,1380
721,01031.jpg,0,无,,,,,,
722,01033.jpg,0,无,,,,,,
723,01035.jpg,0,无,,,,,,
724,01037.jpg,10,褐飞虱属,2741,3328,2701,3287,2782,3370
725,01038.jpg,0,无,,,,,,
726,01041.jpg,0,无,,,,,,
727,01042.jpg,0,无,,,,,,
728,01043.jpg,0,无,,,,,,
729,01046.jpg,0,无,,,,,,
730,01047.jpg,0,无,,,,,,
731,01049.jpg,0,无,,,,,,
732,01050.jpg,7,二化螟,4264,3030,4074,2926,4455,3135
733,01052.jpg,0,无,,,,,,
734,01053.jpg,0,无,,,,,,
735,01061.jpg,0,无,,,,,,
736,01062.jpg,0,无,,,,,,
737,01063.jpg,0,无,,,,,,
738,01065.jpg,0,无,,,,,,
739,01069.jpg,280,黄毒蛾,2492,163,2190,0,2794,326
740,01072.jpg,0,无,,,,,,
741,01074.jpg,0,无,,,,,,
742,01076.jpg,0,无,,,,,,
743,01077.jpg,0,无,,,,,,
744,01078.jpg,0,无,,,,,,
745,01081.jpg,0,无,,,,,,
746,01085.jpg,0,无,,,,,,
747,01088.jpg,9,白背飞虱,4679,2965,4627,2932,4732,2999
748,01089.jpg,0,无,,,,,,
749,01090.jpg,156,八点灰灯蛾,3282,2780,2833,2296,3732,3265
750,01092.jpg,0,无,,,,,,
751,01093.jpg,0,无,,,,,,
752,01094.jpg,7,二化螟,2432,1161,2197,864,2668,1458
753,01094.jpg,280,黄毒蛾,1667,864,1433,626,1902,1103
754,01094.jpg,280,黄毒蛾,4417,3349,4166,3081,4669,3617
755,01095.jpg,0,无,,,,,,
756,01096.jpg,156,八点灰灯蛾,4204,743,3771,250,4637,1237
757,01096.jpg,156,八点灰灯蛾,1548,690,1115,449,1981,932
758,01096.jpg,156,八点灰灯蛾,3133,1309,2670,921,3597,1698
759,01096.jpg,156,八点灰灯蛾,3988,153,3539,0,4437,306
760,01097.jpg,0,无,,,,,,
761,01100.jpg,7,二化螟,2953,1662,2658,1542,3248,1782
762,01100.jpg,115,甜菜夜蛾,2360,2532,2152,2299,2569,2766
763,01100.jpg,256,蟋蟀,4082,2134,3937,1916,4227,2353
764,01100.jpg,256,蟋蟀,1955,3316,1607,3151,2304,3482
765,01100.jpg,280,黄毒蛾,3288,1114,3000,885,3576,1343
766,01102.jpg,9,白背飞虱,1240,2425,1185,2384,1296,2467
767,01102.jpg,156,八点灰灯蛾,4585,3171,4202,2873,4968,3470
768,01104.jpg,8,稻纵卷叶螟,3049,2834,2911,2686,3188,2982
769,01104.jpg,10,褐飞虱属,3903,1695,3844,1652,3962,1739
770,01105.jpg,0,无,,,,,,
771,01111.jpg,0,无,,,,,,
772,01112.jpg,0,无,,,,,,
773,01113.jpg,480,石蛾,2067,1928,1959,1824,2175,2033
774,01114.jpg,0,无,,,,,,
775,01115.jpg,0,无,,,,,,
776,01116.jpg,0,无,,,,,,
777,01118.jpg,9,白背飞虱,4198,1037,4140,992,4257,1082
778,01118.jpg,10,褐飞虱属,2951,1318,2902,1258,3000,1379
779,01118.jpg,256,蟋蟀,3722,2069,3577,1874,3867,2265
780,01119.jpg,0,无,,,,,,
781,01120.jpg,0,无,,,,,,
782,01121.jpg,0,无,,,,,,
783,01122.jpg,0,无,,,,,,
784,01123.jpg,0,无,,,,,,
785,01124.jpg,0,无,,,,,,
786,01125.jpg,0,无,,,,,,
787,01126.jpg,0,无,,,,,,
788,01127.jpg,0,无,,,,,,
789,01129.jpg,0,无,,,,,,
790,01130.jpg,0,无,,,,,,
791,01131.jpg,0,无,,,,,,
792,01137.jpg,156,八点灰灯蛾,3290,1123,2852,700,3728,1547
793,01137.jpg,480,石蛾,2155,2100,2066,1949,2245,2252
794,01139.jpg,0,无,,,,,,
795,01142.jpg,115,甜菜夜蛾,1957,2743,1836,2517,2079,2970
796,01143.jpg,0,无,,,,,,
797,01145.jpg,0,无,,,,,,
798,01146.jpg,0,无,,,,,,
799,01147.jpg,0,无,,,,,,
800,01148.jpg,0,无,,,,,,
801,01150.jpg,0,无,,,,,,
802,01153.jpg,9,白背飞虱,3574,3029,3548,2970,3600,3088
803,01154.jpg,8,稻纵卷叶螟,3581,1319,3371,1215,3791,1424
804,01154.jpg,10,褐飞虱属,3678,622,3639,571,3718,673
805,01154.jpg,156,八点灰灯蛾,1556,1734,1178,1333,1934,2135
806,01155.jpg,148,黄足猎蝽,1740,3385,1578,3196,1903,3574
807,01158.jpg,0,无,,,,,,
808,01160.jpg,0,无,,,,,,
809,01161.jpg,0,无,,,,,,
810,01163.jpg,148,黄足猎蝽,3539,2593,3395,2365,3684,2821
811,01164.jpg,0,无,,,,,,
812,01165.jpg,0,无,,,,,,
813,01166.jpg,0,无,,,,,,
814,01167.jpg,0,无,,,,,,
815,01169.jpg,0,无,,,,,,
816,01170.jpg,0,无,,,,,,
817,01171.jpg,0,无,,,,,,
818,01172.jpg,0,无,,,,,,
819,01176.jpg,0,无,,,,,,
820,01179.jpg,10,褐飞虱属,4302,1931,4254,1918,4350,1944
821,01181.jpg,0,无,,,,,,
822,01182.jpg,0,无,,,,,,
823,01183.jpg,9,白背飞虱,1794,3554,1742,3528,1846,3581
824,01185.jpg,156,八点灰灯蛾,3348,1525,2977,967,3719,2083
825,01186.jpg,0,无,,,,,,
826,01188.jpg,0,无,,,,,,
827,01189.jpg,0,无,,,,,,
828,01190.jpg,0,无,,,,,,
829,01191.jpg,0,无,,,,,,
830,01195.jpg,0,无,,,,,,
831,01196.jpg,0,无,,,,,,
832,01197.jpg,0,无,,,,,,
833,01202.jpg,0,无,,,,,,
834,01203.jpg,401,歧角螟,2116,369,1970,192,2262,546
835,01204.jpg,0,无,,,,,,
836,01205.jpg,0,无,,,,,,
837,01206.jpg,10,褐飞虱属,2895,2810,2854,2764,2937,2856
838,01206.jpg,156,八点灰灯蛾,3650,3442,3224,3246,4077,3639
839,01207.jpg,485,大黑鳃金龟,4349,1209,4158,962,4540,1456
840,01209.jpg,0,无,,,,,,
841,01211.jpg,148,黄足猎蝽,1915,2714,1595,2459,2235,2969
842,01212.jpg,0,无,,,,,,
843,01215.jpg,156,八点灰灯蛾,3005,2643,2586,2252,3425,3035
844,01216.jpg,0,无,,,,,,
845,01217.jpg,0,无,,,,,,
846,01218.jpg,0,无,,,,,,
847,01219.jpg,0,无,,,,,,
848,01221.jpg,0,无,,,,,,
849,01222.jpg,0,无,,,,,,
850,01225.jpg,0,无,,,,,,
851,01227.jpg,0,无,,,,,,
852,01228.jpg,0,无,,,,,,
853,01230.jpg,0,无,,,,,,
854,01231.jpg,0,无,,,,,,
855,01233.jpg,115,甜菜夜蛾,4520,3259,4324,3100,4717,3418
856,01233.jpg,148,黄足猎蝽,3860,1556,3553,1348,4167,1764
857,01234.jpg,0,无,,,,,,
858,01235.jpg,9,白背飞虱,1742,1672,1687,1638,1798,1707
859,01235.jpg,10,褐飞虱属,3637,472,3600,407,3675,537
860,01236.jpg,0,无,,,,,,
861,01237.jpg,0,无,,,,,,
862,01239.jpg,7,二化螟,3448,251,3260,12,3637,491
863,01239.jpg,7,二化螟,3529,2029,3272,1797,3786,2262
864,01240.jpg,0,无,,,,,,
865,01241.jpg,0,无,,,,,,
866,01245.jpg,10,褐飞虱属,1769,2750,1715,2716,1823,2785
867,01248.jpg,0,无,,,,,,
868,01251.jpg,0,无,,,,,,
869,01252.jpg,0,无,,,,,,
870,01254.jpg,9,白背飞虱,1581,73,1548,6,1614,140
871,01255.jpg,0,无,,,,,,
872,01256.jpg,0,无,,,,,,
873,01257.jpg,0,无,,,,,,
874,01258.jpg,10,褐飞虱属,1779,1351,1740,1315,1818,1388
875,01263.jpg,0,无,,,,,,
876,01264.jpg,0,无,,,,,,
877,01265.jpg,0,无,,,,,,
878,01267.jpg,0,无,,,,,,
879,01269.jpg,0,无,,,,,,
880,01271.jpg,0,无,,,,,,
881,01273.jpg,0,无,,,,,,
882,01275.jpg,0,无,,,,,,
883,01277.jpg,0,无,,,,,,
884,01278.jpg,0,无,,,,,,
885,01279.jpg,0,无,,,,,,
886,01280.jpg,110,草地螟,3041,3575,2879,3495,3204,3656
887,01280.jpg,156,八点灰灯蛾,3861,2557,3430,2145,4292,2970
888,01281.jpg,0,无,,,,,,
889,01282.jpg,0,无,,,,,,
890,01286.jpg,0,无,,,,,,
891,01290.jpg,0,无,,,,,,
892,01292.jpg,0,无,,,,,,
893,01293.jpg,0,无,,,,,,
894,01299.jpg,7,二化螟,3416,1721,3242,1565,3591,1877
895,01299.jpg,485,大黑鳃金龟,3092,3508,2792,3370,3393,3646
896,01302.jpg,0,无,,,,,,
897,01304.jpg,9,白背飞虱,3504,3151,3452,3090,3556,3213
898,01306.jpg,156,八点灰灯蛾,4335,1659,3991,1259,4680,2060
899,01307.jpg,0,无,,,,,,
900,01309.jpg,0,无,,,,,,
901,01311.jpg,0,无,,,,,,
902,01312.jpg,0,无,,,,,,
903,01313.jpg,0,无,,,,,,
904,01314.jpg,0,无,,,,,,
905,01315.jpg,398,甜菜白带野螟,3240,2134,3028,1989,3453,2280
906,01318.jpg,0,无,,,,,,
907,01319.jpg,156,八点灰灯蛾,2423,299,1950,0,2896,599
908,01319.jpg,156,八点灰灯蛾,2818,569,2446,335,3190,804
909,01320.jpg,7,二化螟,4263,3573,4063,3509,4463,3638
910,01320.jpg,156,八点灰灯蛾,2392,3515,2046,3382,2738,3649
911,01321.jpg,0,无,,,,,,
912,01324.jpg,7,二化螟,4213,1863,4091,1690,4335,2036
913,01326.jpg,0,无,,,,,,
914,01328.jpg,0,无,,,,,,
915,01329.jpg,0,无,,,,,,
916,01331.jpg,0,无,,,,,,
917,01332.jpg,0,无,,,,,,
918,01333.jpg,0,无,,,,,,
919,01334.jpg,0,无,,,,,,
920,01336.jpg,0,无,,,,,,
921,01338.jpg,0,无,,,,,,
922,01339.jpg,0,无,,,,,,
923,01340.jpg,0,无,,,,,,
924,01341.jpg,0,无,,,,,,
925,01342.jpg,9,白背飞虱,1033,141,982,119,1084,164
926,01344.jpg,0,无,,,,,,
927,01348.jpg,0,无,,,,,,
928,01349.jpg,156,八点灰灯蛾,1719,667,1336,312,2103,1022
929,01350.jpg,0,无,,,,,,
930,01352.jpg,0,无,,,,,,
931,01355.jpg,0,无,,,,,,
932,01356.jpg,0,无,,,,,,
933,01357.jpg,7,二化螟,3727,901,3600,652,3854,1151
934,01357.jpg,105,粘虫,4462,830,4178,601,4747,1059
935,01357.jpg,115,甜菜夜蛾,2465,808,2347,588,2584,1028
936,01359.jpg,0,无,,,,,,
937,01362.jpg,0,无,,,,,,
938,01363.jpg,0,无,,,,,,
939,01364.jpg,0,无,,,,,,
940,01365.jpg,256,蟋蟀,2413,1700,2279,1447,2548,1953
941,01366.jpg,0,无,,,,,,
942,01367.jpg,0,无,,,,,,
943,01368.jpg,156,八点灰灯蛾,1660,1681,1330,1318,1990,2045
944,01368.jpg,156,八点灰灯蛾,4073,3202,3687,2780,4459,3624
945,01368.jpg,156,八点灰灯蛾,3415,1694,2926,1097,3904,2291
946,01368.jpg,156,八点灰灯蛾,3320,1248,2922,924,3719,1573
947,01369.jpg,0,无,,,,,,
948,01370.jpg,156,八点灰灯蛾,2452,339,2061,4,2843,675
949,01370.jpg,392,水螟蛾,3006,3519,2869,3402,3144,3637
950,01371.jpg,0,无,,,,,,
951,01374.jpg,7,二化螟,2585,42,2433,0,2738,84
952,01374.jpg,7,二化螟,2921,191,2648,12,3195,371
953,01374.jpg,7,二化螟,1976,218,1778,14,2175,423
954,01374.jpg,156,八点灰灯蛾,3910,3107,3419,2701,4401,3514
955,01374.jpg,228,二点委夜蛾,1238,1358,1083,1195,1393,1521
956,01376.jpg,0,无,,,,,,
957,01377.jpg,0,无,,,,,,
958,01380.jpg,0,无,,,,,,
959,01383.jpg,0,无,,,,,,
960,01384.jpg,480,石蛾,2429,845,2265,690,2593,1001
961,01388.jpg,0,无,,,,,,
962,01391.jpg,0,无,,,,,,
963,01392.jpg,280,黄毒蛾,1297,286,1075,108,1519,464
964,01394.jpg,0,无,,,,,,
965,01395.jpg,9,白背飞虱,1025,2075,972,2033,1078,2118
966,01395.jpg,10,褐飞虱属,2607,3375,2556,3326,2658,3425
967,01395.jpg,148,黄足猎蝽,4076,2764,3898,2549,4255,2979
968,01396.jpg,0,无,,,,,,
969,01397.jpg,0,无,,,,,,
970,01398.jpg,10,褐飞虱属,3722,2284,3659,2218,3786,2351
971,01401.jpg,0,无,,,,,,
972,01402.jpg,0,无,,,,,,
973,01404.jpg,0,无,,,,,,
974,01406.jpg,0,无,,,,,,
975,01407.jpg,9,白背飞虱,1078,3278,1003,3243,1153,3314
976,01407.jpg,10,褐飞虱属,1090,288,1038,228,1142,349
977,01407.jpg,256,蟋蟀,1230,2248,1106,1901,1355,2595
978,01408.jpg,9,白背飞虱,1765,2642,1713,2609,1817,2675
979,01409.jpg,7,二化螟,1847,2779,1617,2672,2077,2886
980,01412.jpg,0,无,,,,,,
981,01413.jpg,7,二化螟,2155,1139,2054,928,2256,1350
982,01413.jpg,9,白背飞虱,4390,560,4336,499,4445,621
983,01413.jpg,148,黄足猎蝽,1577,3558,1345,3473,1809,3644
984,01414.jpg,0,无,,,,,,
985,01415.jpg,148,黄足猎蝽,1227,545,1063,316,1392,775
986,01415.jpg,256,蟋蟀,1227,3449,1062,3221,1393,3678
987,01417.jpg,0,无,,,,,,
988,01418.jpg,0,无,,,,,,
989,01420.jpg,0,无,,,,,,
990,01422.jpg,0,无,,,,,,
991,01425.jpg,0,无,,,,,,
992,01426.jpg,256,蟋蟀,3259,710,3158,526,3361,895
993,01427.jpg,0,无,,,,,,
994,01429.jpg,0,无,,,,,,
995,01430.jpg,0,无,,,,,,
996,01433.jpg,0,无,,,,,,
997,01434.jpg,0,无,,,,,,
998,01436.jpg,0,无,,,,,,
999,01437.jpg,0,无,,,,,,
1000,01438.jpg,0,无,,,,,,
1001,01439.jpg,0,无,,,,,,
1002,01440.jpg,0,无,,,,,,
1003,01443.jpg,0,无,,,,,,
1004,01445.jpg,9,白背飞虱,3427,464,3366,421,3488,507
1005,01446.jpg,7,二化螟,2480,1334,2317,1131,2644,1538
1006,01449.jpg,0,无,,,,,,
1007,01450.jpg,7,二化螟,2580,1852,2485,1702,2675,2002
1008,01452.jpg,0,无,,,,,,
1009,01454.jpg,0,无,,,,,,
1010,01456.jpg,41,蝼蛄,2819,1500,2498,1140,3140,1861
1011,01457.jpg,0,无,,,,,,
1012,01459.jpg,0,无,,,,,,
1013,01461.jpg,0,无,,,,,,
1014,01463.jpg,0,无,,,,,,
1015,01464.jpg,0,无,,,,,,
1016,01465.jpg,0,无,,,,,,
1017,01467.jpg,0,无,,,,,,
1018,01468.jpg,0,无,,,,,,
1019,01469.jpg,156,八点灰灯蛾,2805,745,2520,403,3090,1087
1020,01470.jpg,228,二点委夜蛾,3305,523,3090,388,3521,658
1021,01473.jpg,0,无,,,,,,
1022,01475.jpg,0,无,,,,,,
1023,01476.jpg,0,无,,,,,,
1024,01477.jpg,9,白背飞虱,1904,222,1878,160,1931,285
1025,01477.jpg,10,褐飞虱属,1635,3349,1572,3302,1698,3396
1026,01478.jpg,0,无,,,,,,
1027,01479.jpg,0,无,,,,,,
1028,01481.jpg,41,蝼蛄,1785,218,1473,40,2098,397
1029,01483.jpg,0,无,,,,,,
1030,01487.jpg,0,无,,,,,,
1031,01488.jpg,0,无,,,,,,
1032,01490.jpg,7,二化螟,1659,582,1367,459,1951,705
1033,01490.jpg,105,粘虫,1733,1764,1457,1547,2009,1982
1034,01492.jpg,9,白背飞虱,965,1924,917,1875,1014,1974
1035,01492.jpg,148,黄足猎蝽,2417,2771,2228,2565,2607,2978
1036,01492.jpg,256,蟋蟀,3469,1107,3282,903,3657,1312
1037,01492.jpg,256,蟋蟀,3514,489,3218,160,3810,819
1038,01492.jpg,256,蟋蟀,3457,432,3259,217,3656,648
1039,01492.jpg,256,蟋蟀,3035,2543,2669,2268,3402,2818
1040,01492.jpg,256,蟋蟀,4070,74,3867,0,4274,148
1041,01493.jpg,0,无,,,,,,
1042,01494.jpg,0,无,,,,,,
1043,01496.jpg,148,黄足猎蝽,4447,3481,4295,3318,4599,3645
1044,01496.jpg,156,八点灰灯蛾,3781,3116,3488,2817,4074,3415
1045,01497.jpg,0,无,,,,,,
1046,01501.jpg,0,无,,,,,,
1047,01504.jpg,0,无,,,,,,
1048,01505.jpg,148,黄足猎蝽,3277,3436,3116,3232,3438,3641
1049,01506.jpg,6,大螟,1734,2800,1494,2625,1975,2976
1050,01509.jpg,10,褐飞虱属,4109,167,4073,104,4145,231
1051,01509.jpg,105,粘虫,3168,825,2985,608,3351,1042
1052,01510.jpg,0,无,,,,,,
1053,01511.jpg,0,无,,,,,,
1054,01516.jpg,0,无,,,,,,
1055,01517.jpg,0,无,,,,,,
1056,01519.jpg,0,无,,,,,,
1057,01520.jpg,10,褐飞虱属,4690,2832,4642,2774,4739,2890
1058,01520.jpg,256,蟋蟀,3054,412,2798,245,3311,580
1059,01521.jpg,156,八点灰灯蛾,3381,2092,2965,1653,3797,2531
1060,01521.jpg,156,八点灰灯蛾,2883,3456,2519,3262,3247,3650
1061,01521.jpg,256,蟋蟀,2644,420,2384,0,2905,840
1062,01522.jpg,0,无,,,,,,
1063,01526.jpg,0,无,,,,,,
1064,01527.jpg,0,无,,,,,,
1065,01529.jpg,0,无,,,,,,
1066,01530.jpg,280,黄毒蛾,1964,667,1682,445,2246,889
1067,01531.jpg,0,无,,,,,,
1068,01535.jpg,0,无,,,,,,
1069,01537.jpg,0,无,,,,,,
1070,01539.jpg,0,无,,,,,,
1071,01540.jpg,0,无,,,,,,
1072,01543.jpg,0,无,,,,,,
1073,01544.jpg,0,无,,,,,,
1074,01545.jpg,0,无,,,,,,
1075,01547.jpg,0,无,,,,,,
1076,01548.jpg,9,白背飞虱,1894,783,1858,721,1930,846
1077,01549.jpg,0,无,,,,,,
1078,01550.jpg,0,无,,,,,,
1079,01552.jpg,0,无,,,,,,
1080,01554.jpg,0,无,,,,,,
1081,01558.jpg,0,无,,,,,,
1082,01559.jpg,148,黄足猎蝽,2770,1611,2435,1408,3105,1815
1083,01559.jpg,228,二点委夜蛾,3490,3111,3245,2880,3736,3343
